,SOURCE,ARTICULO,WORDS,TRANSLATE,SENTENCES,READ,HEAR,WRITE,TALK,STATUS
1651,,,figuras,,,,,,,
1652,,,miércoles,,,,,,,
1653,,,venido,,,,,,,
1654,,,indica,,,,,,,
1655,,,comienzo,,,,,,,
1656,,,diseño,,,,,,,
1657,,,cuarenta,,,,,,,
1658,,,encontró,,,,,,,
1659,,,poesía,,,,,,,
1660,,,t,,,,,,,
1661,,,planes,,,,,,,
1662,,,ee,,,,,,,
1663,,,negocios,,,,,,,
1664,,,integración,,,,,,,
1665,,,caída,,,,,,,
1666,,,entrega,,,,,,,
1667,,,hacienda,,,,,,,
1668,,,acuerdos,,,,,,,
1669,,,preciso,,,,,,,
1670,,,cuello,,,,,,,
1671,,,banda,,,,,,,
1672,,,suyo,,,,,,,
1673,,,realiza,,,,,,,
1674,,,frase,,,,,,,
1675,,,bases,,,,,,,
1676,,,siglos,,,,,,,
1677,,,decidido,,,,,,,
1678,,,sentir,,,,,,,
1679,,,artistas,,,,,,,
1680,,,asegura,,,,,,,
1681,,,culpa,,,,,,,
1682,,,original,,,,,,,
1683,,,únicamente,,,,,,,
1684,,,unidades,,,,,,,
1685,,,ocurrió,,,,,,,
1686,,,sexo,,,,,,,
1687,,,entra,,,,,,,
1688,,,hayan,,,,,,,
1689,,,resolver,,,,,,,
1690,,,misión,,,,,,,
1691,,,caja,,,,,,,
1692,,,considerar,,,,,,,
1693,,,extranjeros,,,,,,,
1694,,,extremo,,,,,,,
1695,,,periodista,,,,,,,
1696,,,reducción,,,,,,,
1697,,,matrimonio,,,,,,,
1698,,,quieres,,,,,,,
1699,,,mas,,,,,,,
1700,,,películas,,,,,,,
1701,,,fui,,,,,,,
1702,,,laboral,,,,,,,
1703,,,importa,,,,,,,
1704,,,seguía,,,,,,,
1705,,,negocio,,,,,,,
1706,,,sexual,,,,,,,
1707,,,enseñanza,,,,,,,
1708,,,agregó,,,,,,,
1709,,,labios,,,,,,,
1710,,,resolución,,,,,,,
1711,,,fundación,,,,,,,
1712,,,hará,,,,,,,
1713,,,depende,,,,,,,
1714,,,diego,,,,,,,
1715,,,actor,,,,,,,
1716,,,técnicos,,,,,,,
1717,,,belleza,,,,,,,
1718,,,titular,,,,,,,
1719,,,roma,,,,,,,
1720,,,logrado,,,,,,,
1721,,,víctimas,,,,,,,
1722,,,detalles,,,,,,,
1723,,,europeos,,,,,,,
1724,,,caballo,,,,,,,
1725,,,huelga,,,,,,,
1726,,,carretera,,,,,,,
1727,,,norteamericano,,,,,,,
1728,,,producir,,,,,,,
1729,,,antigua,,,,,,,
1730,,,alianza,,,,,,,
1731,,,físico,,,,,,,
1732,,,sacar,,,,,,,
1733,,,publicidad,,,,,,,
1734,,,previsto,,,,,,,
1735,,,entorno,,,,,,,
1736,,,preocupación,,,,,,,
1737,,,resistencia,,,,,,,
1738,,,murió,,,,,,,
1739,,,éstas,,,,,,,
1740,,,saben,,,,,,,
1741,,,generalmente,,,,,,,
1742,,,h,,,,,,,
1743,,,dormir,,,,,,,
1744,,,individuo,,,,,,,
1745,,,cuerpos,,,,,,,
1746,,,corto,,,,,,,
1747,,,organismos,,,,,,,
1748,,,especiales,,,,,,,
1749,,,internet,,,,,,,
1750,,,bancos,,,,,,,
1751,,,jugador,,,,,,,
1752,,,esfuerzos,,,,,,,
1753,,,beneficios,,,,,,,
1754,,,terminar,,,,,,,
1755,,,equilibrio,,,,,,,
1756,,,oído,,,,,,,
1757,,,lectura,,,,,,,
1758,,,piezas,,,,,,,
1759,,,límites,,,,,,,
1760,,,aproximadamente,,,,,,,
1761,,,abre,,,,,,,
1762,,,david,,,,,,,
1763,,,llevado,,,,,,,
1764,,,privado,,,,,,,
1765,,,salón,,,,,,,
1766,,,roberto,,,,,,,
1767,,,actuales,,,,,,,
1768,,,graves,,,,,,,
1769,,,sonrisa,,,,,,,
1770,,,uu,,,,,,,
1771,,,foto,,,,,,,
1772,,,perspectiva,,,,,,,
1773,,,cifra,,,,,,,
1774,,,crédito,,,,,,,
1775,,,interesante,,,,,,,
1776,,,constitucional,,,,,,,
1777,,,aceptar,,,,,,,
1778,,,producido,,,,,,,
1779,,,bolsa,,,,,,,
1780,,,factor,,,,,,,
1781,,,noches,,,,,,,
1782,,,reconocimiento,,,,,,,
1783,,,juventud,,,,,,,
1784,,,habitual,,,,,,,
1785,,,categoría,,,,,,,
1786,,,requiere,,,,,,,
1787,,,fuese,,,,,,,
1788,,,impresión,,,,,,,
1789,,,llamar,,,,,,,
1790,,,duro,,,,,,,
1791,,,universal,,,,,,,
1792,,,explicar,,,,,,,
1793,,,presentan,,,,,,,
1794,,,realización,,,,,,,
1795,,,rápido,,,,,,,
1796,,,científicos,,,,,,,
1797,,,serio,,,,,,,
1798,,,científico,,,,,,,
1799,,,comprender,,,,,,,
1800,,,reino,,,,,,,
1801,,,preparación,,,,,,,
1802,,,síntomas,,,,,,,
1803,,,recuperación,,,,,,,
1804,,,utilización,,,,,,,
1805,,,fuertes,,,,,,,
1806,,,sonido,,,,,,,
1807,,,inteligencia,,,,,,,
1808,,,conversación,,,,,,,
1809,,,establece,,,,,,,
1810,,,hubiese,,,,,,,
1811,,,plena,,,,,,,
1812,,,venía,,,,,,,
1813,,,realizó,,,,,,,
1814,,,aznar,,,,,,,
1815,,,daniel,,,,,,,
1816,,,francesa,,,,,,,
1817,,,legal,,,,,,,
1818,,,abrió,,,,,,,
1819,,,alegría,,,,,,,
1820,,,ojo,,,,,,,
1821,,,ocurrido,,,,,,,
1822,,,díaz,,,,,,,
1823,,,vuelto,,,,,,,
1824,,,diputado,,,,,,,
1825,,,correspondiente,,,,,,,
1826,,,interna,,,,,,,
1827,,,musical,,,,,,,
1828,,,segundos,,,,,,,
1829,,,recientemente,,,,,,,
1830,,,empieza,,,,,,,
1831,,,decreto,,,,,,,
1832,,,china,,,,,,,
1833,,,pareció,,,,,,,
1834,,,células,,,,,,,
1835,,,suelen,,,,,,,
1836,,,perfectamente,,,,,,,
1837,,,azúcar,,,,,,,
1838,,,inversiones,,,,,,,
1839,,,concentración,,,,,,,
1840,,,espalda,,,,,,,
1841,,,producen,,,,,,,
1842,,,democrática,,,,,,,
1843,,,respondió,,,,,,,
1844,,,sucede,,,,,,,
1845,,,contexto,,,,,,,
1846,,,claramente,,,,,,,
1847,,,paredes,,,,,,,
1848,,,motivos,,,,,,,
1849,,,ciencias,,,,,,,
1850,,,tuve,,,,,,,
1851,,,isabel,,,,,,,
1852,,,argentino,,,,,,,
1853,,,inicio,,,,,,,
1854,,,mercados,,,,,,,
1855,,,métodos,,,,,,,
1856,,,estudiar,,,,,,,
1857,,,interpretación,,,,,,,
1858,,,culturales,,,,,,,
1859,,,prisión,,,,,,,
1860,,,llevan,,,,,,,
1861,,,amplio,,,,,,,
1862,,,queremos,,,,,,,
1863,,,apertura,,,,,,,
1864,,,dedos,,,,,,,
1865,,,vale,,,,,,,
1866,,,creer,,,,,,,
1867,,,voto,,,,,,,
1868,,,participar,,,,,,,
1869,,,corrupción,,,,,,,
1870,,,histórica,,,,,,,
1871,,,teresa,,,,,,,
1872,,,papá,,,,,,,
1873,,,voces,,,,,,,
1874,,,pienso,,,,,,,
1875,,,ángel,,,,,,,
1876,,,inicial,,,,,,,
1877,,,escala,,,,,,,
1878,,,estrellas,,,,,,,
1879,,,página,,,,,,,
1880,,,guatemala,,,,,,,
1881,,,temor,,,,,,,
1882,,,encontrado,,,,,,,
1883,,,compra,,,,,,,
1884,,,pensó,,,,,,,
1885,,,dudas,,,,,,,
1886,,,reconocer,,,,,,,
1887,,,máxima,,,,,,,
1888,,,actuar,,,,,,,
1889,,,reales,,,,,,,
1890,,,universo,,,,,,,
1891,,,directo,,,,,,,
1892,,,negociaciones,,,,,,,
1893,,,ricardo,,,,,,,
1894,,,instalaciones,,,,,,,
1895,,,artículos,,,,,,,
1896,,,aparato,,,,,,,
1897,,,lleno,,,,,,,
1898,,,intelectual,,,,,,,
1899,,,cifras,,,,,,,
1900,,,jardín,,,,,,,
1901,,,vacío,,,,,,,
1902,,,ciclo,,,,,,,
1903,,,valle,,,,,,,
1904,,,pensaba,,,,,,,
1905,,,forman,,,,,,,
1906,,,dirigente,,,,,,,
1907,,,pide,,,,,,,
1908,,,vehículos,,,,,,,
1909,,,cuestiones,,,,,,,
1910,,,puesta,,,,,,,
1911,,,llamó,,,,,,,
1912,,,ruiz,,,,,,,
1913,,,mostró,,,,,,,
1914,,,pecho,,,,,,,
1915,,,honor,,,,,,,
1916,,,pedir,,,,,,,
1917,,,formar,,,,,,,
1918,,,numerosos,,,,,,,
1919,,,seguramente,,,,,,,
1920,,,extraño,,,,,,,
1921,,,recurso,,,,,,,
1922,,,independiente,,,,,,,
1923,,,posiciones,,,,,,,
1924,,,sociedades,,,,,,,
1925,,,exteriores,,,,,,,
1926,,,cita,,,,,,,
1927,,,periodo,,,,,,,
1928,,,propuestas,,,,,,,
1929,,,empleados,,,,,,,
1930,,,teniendo,,,,,,,
1931,,,agencia,,,,,,,
1932,,,cuadros,,,,,,,
1933,,,partida,,,,,,,
1934,,,tensión,,,,,,,
1935,,,raúl,,,,,,,
1936,,,mirar,,,,,,,
1937,,,rica,,,,,,,
1938,,,mexicano,,,,,,,
1939,,,modelos,,,,,,,
1940,,,regreso,,,,,,,
1941,,,gobiernos,,,,,,,
1942,,,constituyen,,,,,,,
1943,,,absoluta,,,,,,,
1944,,,clima,,,,,,,
1945,,,criterio,,,,,,,
1946,,,latina,,,,,,,
1947,,,continúa,,,,,,,
1948,,,punta,,,,,,,
1949,,,amplia,,,,,,,
1950,,,registro,,,,,,,
1951,,,sesión,,,,,,,
1952,,,patria,,,,,,,
1953,,,posee,,,,,,,
1954,,,entró,,,,,,,
1955,,,servir,,,,,,,
1956,,,lluvia,,,,,,,
1957,,,ganado,,,,,,,
1958,,,pasando,,,,,,,
1959,,,construir,,,,,,,
1960,,,completa,,,,,,,
1961,,,personales,,,,,,,
1962,,,reducir,,,,,,,
1963,,,desarrollar,,,,,,,
1964,,,alcance,,,,,,,
1965,,,deporte,,,,,,,
1966,,,pacto,,,,,,,
1967,,,elaboración,,,,,,,
1968,,,quedaba,,,,,,,
1969,,,vicepresidente,,,,,,,
1970,,,alcohol,,,,,,,
1971,,,etcétera,,,,,,,
1972,,,fórmula,,,,,,,
1973,,,inferior,,,,,,,
1974,,,tasa,,,,,,,
1975,,,expertos,,,,,,,
1976,,,extranjero,,,,,,,
1977,,,diciendo,,,,,,,
1978,,,olvidar,,,,,,,
1979,,,presentes,,,,,,,
1980,,,pensando,,,,,,,
1981,,,esperaba,,,,,,,
1982,,,código,,,,,,,
1983,,,cooperación,,,,,,,
1984,,,fotografía,,,,,,,
1985,,,batalla,,,,,,,
1986,,,alternativa,,,,,,,
1987,,,nacido,,,,,,,
1988,,,árboles,,,,,,,
1989,,,penal,,,,,,,
1990,,,llena,,,,,,,
1991,,,siguió,,,,,,,
1992,,,hablaba,,,,,,,
1993,,,turismo,,,,,,,
1994,,,papeles,,,,,,,
1995,,,menudo,,,,,,,
1996,,,angel,,,,,,,
1997,,,papa,,,,,,,
1998,,,populares,,,,,,,
1999,,,estación,,,,,,,
2000,,,rápidamente,,,,,,,
2001,,,sección,,,,,,,
2002,,,determinado,,,,,,,
2003,,,convertirse,,,,,,,
2004,,,global,,,,,,,
2005,,,negociación,,,,,,,
2006,,,instrumento,,,,,,,
2007,,,dura,,,,,,,
2008,,,significado,,,,,,,
2009,,,intensidad,,,,,,,
2010,,,posterior,,,,,,,
2011,,,múltiples,,,,,,,
2012,,,gas,,,,,,,
2013,,,nuevamente,,,,,,,
2014,,,hierro,,,,,,,
2015,,,seguido,,,,,,,
2016,,,once,,,,,,,
2017,,,conseguido,,,,,,,
2018,,,di,,,,,,,
2019,,,soledad,,,,,,,
2020,,,mirando,,,,,,,
2021,,,presentado,,,,,,,
2022,,,instrumentos,,,,,,,
2023,,,supo,,,,,,,
2024,,,disco,,,,,,,
2025,,,festival,,,,,,,
2026,,,llegan,,,,,,,
2027,,,mezcla,,,,,,,
2028,,,drogas,,,,,,,
2029,,,vivienda,,,,,,,
2030,,,x,,,,,,,
2031,,,escuchar,,,,,,,
2032,,,coronel,,,,,,,
2033,,,completamente,,,,,,,
2034,,,ideal,,,,,,,
2035,,,cáncer,,,,,,,
2036,,,textos,,,,,,,
2037,,,hambre,,,,,,,
2038,,,solidaridad,,,,,,,
2039,,,vicente,,,,,,,
2040,,,continuar,,,,,,,
2041,,,porcentaje,,,,,,,
2042,,,artes,,,,,,,
2043,,,vienen,,,,,,,
2044,,,iii,,,,,,,
2045,,,villa,,,,,,,
2046,,,ah,,,,,,,
2047,,,nicaragua,,,,,,,
2048,,,hacían,,,,,,,
2049,,,lector,,,,,,,
2050,,,estructuras,,,,,,,
2051,,,venir,,,,,,,
2052,,,castillo,,,,,,,
2053,,,opción,,,,,,,
2054,,,comentó,,,,,,,
2055,,,sindicatos,,,,,,,
2056,,,ganó,,,,,,,
2057,,,amenaza,,,,,,,
2058,,,representante,,,,,,,
2059,,,comerciales,,,,,,,
2060,,,puedes,,,,,,,
2061,,,planeta,,,,,,,
2062,,,perdió,,,,,,,
2063,,,beneficio,,,,,,,
2064,,,miami,,,,,,,
2065,,,buscando,,,,,,,
2066,,,sentimientos,,,,,,,
2067,,,comprar,,,,,,,
2068,,,quedar,,,,,,,
2069,,,accidente,,,,,,,
2070,,,ventaja,,,,,,,
2071,,,impuesto,,,,,,,
2072,,,dejando,,,,,,,
2073,,,distinto,,,,,,,
2074,,,tía,,,,,,,
2075,,,semejante,,,,,,,
2076,,,españolas,,,,,,,
2077,,,occidental,,,,,,,
2078,,,capaces,,,,,,,
2079,,,científica,,,,,,,
2080,,,tengan,,,,,,,
2081,,,ruido,,,,,,,
2082,,,individuos,,,,,,,
2083,,,víctima,,,,,,,
2084,,,vestido,,,,,,,
2085,,,comunista,,,,,,,
2086,,,moda,,,,,,,
2087,,,títulos,,,,,,,
2088,,,diagnóstico,,,,,,,
2089,,,experiencias,,,,,,,
2090,,,espejo,,,,,,,
2091,,,puente,,,,,,,
2092,,,ingreso,,,,,,,
2093,,,sueños,,,,,,,
2094,,,vehículo,,,,,,,
2095,,,convierte,,,,,,,
2096,,,viejos,,,,,,,
2097,,,empezar,,,,,,,
2098,,,profesores,,,,,,,
2099,,,pasión,,,,,,,
2100,,,basta,,,,,,,
2101,,,democrático,,,,,,,
2102,,,sintió,,,,,,,
2103,,,dijeron,,,,,,,
2104,,,comunes,,,,,,,
2105,,,sentimiento,,,,,,,
2106,,,sentencia,,,,,,,
2107,,,estatal,,,,,,,
2108,,,madrugada,,,,,,,
2109,,,moderna,,,,,,,
2110,,,impacto,,,,,,,
2111,,,complejo,,,,,,,
2112,,,denuncia,,,,,,,
2113,,,toro,,,,,,,
2114,,,víctor,,,,,,,
2115,,,tabla,,,,,,,
2116,,,delito,,,,,,,
2117,,,ventas,,,,,,,
2118,,,dominio,,,,,,,
2119,,,entidades,,,,,,,
2120,,,superiores,,,,,,,
2121,,,candidatos,,,,,,,
2122,,,gloria,,,,,,,
2123,,,índice,,,,,,,
2124,,,indios,,,,,,,
2125,,,raíz,,,,,,,
2126,,,john,,,,,,,
2127,,,xix,,,,,,,
2128,,,recordó,,,,,,,
2129,,,absoluto,,,,,,,
2130,,,agricultura,,,,,,,
2131,,,marcos,,,,,,,
2132,,,composición,,,,,,,
2133,,,cuándo,,,,,,,
2134,,,joaquín,,,,,,,
2135,,,terminó,,,,,,,
2136,,,fueran,,,,,,,
2137,,,asistencia,,,,,,,
2138,,,explicación,,,,,,,
2139,,,torres,,,,,,,
2140,,,lógica,,,,,,,
2141,,,triste,,,,,,,
2142,,,avión,,,,,,,
2143,,,enfermo,,,,,,,
2144,,,cuyas,,,,,,,
2145,,,excepción,,,,,,,
2146,,,habló,,,,,,,
2147,,,placer,,,,,,,
2148,,,humor,,,,,,,
2149,,,mecanismos,,,,,,,
2150,,,cerebro,,,,,,,
2151,,,caliente,,,,,,,
2152,,,excelente,,,,,,,
2153,,,darse,,,,,,,
2154,,,conocimientos,,,,,,,
2155,,,príncipe,,,,,,,
2156,,,religión,,,,,,,
2157,,,ganas,,,,,,,
2158,,,críticas,,,,,,,
2159,,,profunda,,,,,,,
2160,,,manifestaciones,,,,,,,
2161,,,dosis,,,,,,,
2162,,,baño,,,,,,,
2163,,,paro,,,,,,,
2164,,,profundo,,,,,,,
2165,,,conceptos,,,,,,,
2166,,,depresión,,,,,,,
2167,,,altas,,,,,,,
2168,,,pared,,,,,,,
2169,,,liberación,,,,,,,
2170,,,estrella,,,,,,,
2171,,,duración,,,,,,,
2172,,,perro,,,,,,,
2173,,,intentar,,,,,,,
2174,,,aumentar,,,,,,,
2175,,,asesinato,,,,,,,
2176,,,órdenes,,,,,,,
2177,,,ignacio,,,,,,,
2178,,,roja,,,,,,,
2179,,,permiten,,,,,,,
2180,,,despacho,,,,,,,
2181,,,añade,,,,,,,
2182,,,poca,,,,,,,
2183,,,recibe,,,,,,,
2184,,,muchacho,,,,,,,
2185,,,considerado,,,,,,,
2186,,,conversaciones,,,,,,,
2187,,,tendrán,,,,,,,
2188,,,definición,,,,,,,
2189,,,viven,,,,,,,
2190,,,consideran,,,,,,,
2191,,,restos,,,,,,,
2192,,,tomado,,,,,,,
2193,,,estadio,,,,,,,
2194,,,actores,,,,,,,
2195,,,debió,,,,,,,
2196,,,conviene,,,,,,,
2197,,,errores,,,,,,,
2198,,,negros,,,,,,,
2199,,,humanidad,,,,,,,
2200,,,individual,,,,,,,
2201,,,hogar,,,,,,,
2202,,,conocida,,,,,,,
2203,,,acontecimientos,,,,,,,
2204,,,minuto,,,,,,,
2205,,,millón,,,,,,,
2206,,,pantalla,,,,,,,
2207,,,estadounidense,,,,,,,
2208,,,progreso,,,,,,,
2209,,,inició,,,,,,,
2210,,,pieza,,,,,,,
2211,,,firme,,,,,,,
2212,,,fundamentales,,,,,,,
2213,,,olor,,,,,,,
2214,,,gracia,,,,,,,
2215,,,autonomía,,,,,,,
2216,,,esencial,,,,,,,
2217,,,exige,,,,,,,
2218,,,viva,,,,,,,
2219,,,norteamericana,,,,,,,
2220,,,nacimiento,,,,,,,
2221,,,polvo,,,,,,,
2222,,,castilla,,,,,,,
2223,,,fundamentalmente,,,,,,,
2224,,,impuestos,,,,,,,
2225,,,implica,,,,,,,
2226,,,utiliza,,,,,,,
2227,,,totalidad,,,,,,,
2228,,,discusión,,,,,,,
2229,,,italiano,,,,,,,
2230,,,postura,,,,,,,
2231,,,clientes,,,,,,,
2232,,,luces,,,,,,,
2233,,,encontramos,,,,,,,
2234,,,liberal,,,,,,,
2235,,,interno,,,,,,,
2236,,,dientes,,,,,,,
2237,,,sesenta,,,,,,,
2238,,,exactamente,,,,,,,
2239,,,compañero,,,,,,,
2240,,,cuento,,,,,,,
2241,,,virus,,,,,,,
2242,,,tareas,,,,,,,
2243,,,evaluación,,,,,,,
2244,,,máquina,,,,,,,
2245,,,funcionario,,,,,,,
2246,,,señalar,,,,,,,
2247,,,residencia,,,,,,,
2248,,,absolutamente,,,,,,,
2249,,,dolores,,,,,,,
2250,,,nació,,,,,,,
2251,,,sebastián,,,,,,,
2252,,,ánimo,,,,,,,
2253,,,caminos,,,,,,,
2254,,,torneo,,,,,,,
2255,,,acabar,,,,,,,
2256,,,gol,,,,,,,
2257,,,fracaso,,,,,,,
2258,,,recorrido,,,,,,,
2259,,,contiene,,,,,,,
2260,,,eficacia,,,,,,,
2261,,,policías,,,,,,,
2262,,,suárez,,,,,,,
2263,,,inglaterra,,,,,,,
2264,,,concreto,,,,,,,
2265,,,determinar,,,,,,,
2266,,,haberse,,,,,,,
2267,,,reglas,,,,,,,
2268,,,clinton,,,,,,,
2269,,,ríos,,,,,,,
2270,,,redacción,,,,,,,
2271,,,localidad,,,,,,,
2272,,,escuelas,,,,,,,
2273,,,distinta,,,,,,,
2274,,,seguida,,,,,,,
2275,,,paisaje,,,,,,,
2276,,,comprobar,,,,,,,
2277,,,numerosas,,,,,,,
2278,,,creciente,,,,,,,
2279,,,hernández,,,,,,,
2280,,,serían,,,,,,,
2281,,,césar,,,,,,,
2282,,,crimen,,,,,,,
2283,,,conocía,,,,,,,
2284,,,pintor,,,,,,,
2285,,,suya,,,,,,,
2286,,,definitivamente,,,,,,,
2287,,,propiedades,,,,,,,
2288,,,cierre,,,,,,,
2289,,,jueces,,,,,,,
2290,,,ofrecer,,,,,,,
2291,,,estaría,,,,,,,
2292,,,frontera,,,,,,,
2293,,,virgen,,,,,,,
2294,,,clasificación,,,,,,,
2295,,,municipales,,,,,,,
2296,,,marina,,,,,,,
2297,,,abuela,,,,,,,
2298,,,componentes,,,,,,,
2299,,,adecuada,,,,,,,
2300,,,resultó,,,,,,,
2301,,,esperando,,,,,,,
2302,,,oscuro,,,,,,,
2303,,,parecido,,,,,,,
2304,,,detenido,,,,,,,
2305,,,gasto,,,,,,,
2306,,,malo,,,,,,,
2307,,,pura,,,,,,,
2308,,,investigadores,,,,,,,
2309,,,cargos,,,,,,,
2310,,,cayó,,,,,,,
2311,,,pasaba,,,,,,,
2312,,,abandonar,,,,,,,
2313,,,sierra,,,,,,,
2314,,,lima,,,,,,,
2315,,,apareció,,,,,,,
2316,,,secretaría,,,,,,,
2317,,,pausa,,,,,,,
2318,,,prácticas,,,,,,,
2319,,,cortés,,,,,,,
2320,,,siguiendo,,,,,,,
2321,,,conclusión,,,,,,,
2322,,,habana,,,,,,,
2323,,,convirtió,,,,,,,
2324,,,hipótesis,,,,,,,
2325,,,editorial,,,,,,,
2326,,,petróleo,,,,,,,
2327,,,estén,,,,,,,
2328,,,playa,,,,,,,
2329,,,invierno,,,,,,,
2330,,,convenio,,,,,,,
2331,,,infantil,,,,,,,
2332,,,extensión,,,,,,,
2333,,,horno,,,,,,,
2334,,,límite,,,,,,,
2335,,,elegido,,,,,,,
2336,,,concurso,,,,,,,
2337,,,japón,,,,,,,
2338,,,probable,,,,,,,
2339,,,observar,,,,,,,
2340,,,déficit,,,,,,,
2341,,,reconoce,,,,,,,
2342,,,anual,,,,,,,
2343,,,trabajando,,,,,,,
2344,,,responde,,,,,,,
2345,,,tren,,,,,,,
2346,,,presidencial,,,,,,,
2347,,,vías,,,,,,,
2348,,,interesa,,,,,,,
2349,,,supremo,,,,,,,
2350,,,enemigo,,,,,,,
2351,,,respectivamente,,,,,,,
2352,,,dificultad,,,,,,,
2353,,,similares,,,,,,,
2354,,,entiende,,,,,,,
2355,,,morales,,,,,,,
2356,,,alimentación,,,,,,,
2357,,,norma,,,,,,,
2358,,,mental,,,,,,,
2359,,,soluciones,,,,,,,
2360,,,adecuado,,,,,,,
2361,,,cuánto,,,,,,,
2362,,,santos,,,,,,,
2363,,,amistad,,,,,,,
2364,,,derrota,,,,,,,
2365,,,consiguió,,,,,,,
2366,,,positivo,,,,,,,
2367,,,compañías,,,,,,,
2368,,,ejecución,,,,,,,
2369,,,expresó,,,,,,,
2370,,,embajador,,,,,,,
2371,,,tomás,,,,,,,
2372,,,dulce,,,,,,,
2373,,,promedio,,,,,,,
2374,,,letras,,,,,,,
2375,,,cuesta,,,,,,,
2376,,,academia,,,,,,,
2377,,,mando,,,,,,,
2378,,,costumbre,,,,,,,
2379,,,colectivo,,,,,,,
2380,,,piedras,,,,,,,
2381,,,rasgos,,,,,,,
2382,,,industriales,,,,,,,
2383,,,mía,,,,,,,
2384,,,protesta,,,,,,,
2385,,,viajes,,,,,,,
2386,,,chica,,,,,,,
2387,,,periódicos,,,,,,,
2388,,,moneda,,,,,,,
2389,,,órganos,,,,,,,
2390,,,comunicado,,,,,,,
2391,,,mantenimiento,,,,,,,
2392,,,geografía,,,,,,,
2393,,,manejo,,,,,,,
2394,,,fría,,,,,,,
2395,,,patrimonio,,,,,,,
2396,,,exclusivamente,,,,,,,
2397,,,antiguos,,,,,,,
2398,,,universidades,,,,,,,
2399,,,frecuente,,,,,,,
2400,,,oficio,,,,,,,
2401,,,ayudar,,,,,,,
2402,,,pedido,,,,,,,
2403,,,superar,,,,,,,
2404,,,auto,,,,,,,
2405,,,relato,,,,,,,
2406,,,unido,,,,,,,
2407,,,sentado,,,,,,,
2408,,,quisiera,,,,,,,
2409,,,detalle,,,,,,,
2410,,,quedaron,,,,,,,
2411,,,obligado,,,,,,,
2412,,,libres,,,,,,,
2413,,,panamá,,,,,,,
2414,,,acabó,,,,,,,
2415,,,aeropuerto,,,,,,,
2416,,,pobreza,,,,,,,
2417,,,reflexión,,,,,,,
2418,,,cumbre,,,,,,,
2419,,,imaginación,,,,,,,
2420,,,cubano,,,,,,,
2421,,,solar,,,,,,,
2422,,,costo,,,,,,,
2423,,,hubieran,,,,,,,
2424,,,tesis,,,,,,,
2425,,,catalán,,,,,,,
2426,,,armadas,,,,,,,
2427,,,hice,,,,,,,
2428,,,oír,,,,,,,
2429,,,dada,,,,,,,
2430,,,estabilidad,,,,,,,
2431,,,vaso,,,,,,,
2432,,,mecanismo,,,,,,,
2433,,,escribe,,,,,,,
2434,,,aprender,,,,,,,
2435,,,cambiado,,,,,,,
2436,,,bilbao,,,,,,,
2437,,,naturalmente,,,,,,,
2438,,,comandante,,,,,,,
2439,,,potencia,,,,,,,
2440,,,toros,,,,,,,
2441,,,puro,,,,,,,
2442,,,elegir,,,,,,,
2443,,,facultad,,,,,,,
2444,,,ocupa,,,,,,,
2445,,,patio,,,,,,,
2446,,,recuperar,,,,,,,
2447,,,corta,,,,,,,
2448,,,pase,,,,,,,
2449,,,necesarios,,,,,,,
2450,,,responder,,,,,,,
2451,,,reuniones,,,,,,,
2452,,,daño,,,,,,,
2453,,,trabaja,,,,,,,
2454,,,promoción,,,,,,,
2455,,,ingredientes,,,,,,,
2456,,,descubrir,,,,,,,
2457,,,viviendas,,,,,,,
2458,,,señal,,,,,,,
2459,,,clínica,,,,,,,
2460,,,tradicionales,,,,,,,
2461,,,loco,,,,,,,
2462,,,paseo,,,,,,,
2463,,,arena,,,,,,,
2464,,,consideración,,,,,,,
2465,,,deberán,,,,,,,
2466,,,esquema,,,,,,,
2467,,,creado,,,,,,,
2468,,,utilizado,,,,,,,
2469,,,establecido,,,,,,,
2470,,,concierto,,,,,,,
2471,,,manifestación,,,,,,,
2472,,,enfermos,,,,,,,
2473,,,rechazo,,,,,,,
2474,,,salido,,,,,,,
2475,,,dejan,,,,,,,
2476,,,israel,,,,,,,
2477,,,consciente,,,,,,,
2478,,,propone,,,,,,,
2479,,,manifiesto,,,,,,,
2480,,,publicado,,,,,,,
2481,,,ejemplos,,,,,,,
2482,,,llamaba,,,,,,,
2483,,,barco,,,,,,,
2484,,,usar,,,,,,,
2485,,,signo,,,,,,,
2486,,,afecta,,,,,,,
2487,,,árbol,,,,,,,
2488,,,riqueza,,,,,,,
2489,,,difusión,,,,,,,
2490,,,quiera,,,,,,,
2491,,,disciplina,,,,,,,
2492,,,vemos,,,,,,,
2493,,,felicidad,,,,,,,
2494,,,mejora,,,,,,,
2495,,,dirige,,,,,,,
2496,,,correr,,,,,,,
2497,,,dimensión,,,,,,,
2498,,,oscar,,,,,,,
2499,,,petición,,,,,,,
2500,,,transformación,,,,,,,
2501,,,notable,,,,,,,
2502,,,pista,,,,,,,
2503,,,andalucía,,,,,,,
2504,,,marta,,,,,,,
2505,,,realizada,,,,,,,
2506,,,aplicar,,,,,,,
2507,,,cena,,,,,,,
2508,,,eléctrica,,,,,,,
2509,,,enviado,,,,,,,
2510,,,modos,,,,,,,
2511,,,fortuna,,,,,,,
2512,,,conflictos,,,,,,,
2513,,,infancia,,,,,,,
2514,,,permitió,,,,,,,
2515,,,campesinos,,,,,,,
2516,,,tercero,,,,,,,
